record_id,classification,evidence,n_methods,flag_iqr,flag_zscore,flag_if,if_score,flag_iqr_std,flag_zscore_std,flag_if_std,dbscan_noise,KMeans_Segment,CC_Utilization,Transaction_to_Balance_Ratio,Loan_to_Balance_Ratio,Account Balance,Credit Limit,Credit Card Balance,Transaction Type,Transaction Amount,Account Balance After Transaction,Anomaly
122,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.558,True,False,False,True,Liquidity-Stressed / High-Leverage,0.466,5.628,44.301,766.33,5587.79,2604.08,Deposit,4312.87,-3546.54,1
3551,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.557,True,False,False,True,Liquidity-Stressed / High-Leverage,0.97,4.751,28.833,912.87,4922.64,4775.15,Transfer,4336.81,-3423.94,1
2023,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.556,True,False,False,True,Liquidity-Stressed / High-Leverage,0.59,4.348,48.746,1008.89,5860.97,3460.29,Deposit,4386.6,5395.49,1
2916,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.556,True,False,False,False,Liquidity-Stressed / High-Leverage,0.105,4.551,41.726,1011.33,4425.96,464.36,Withdrawal,4602.63,5613.96,1
3209,Risk Signal,saldo kartu 2.9× limit (jauh over-limit),2,True,True,False,0.555,True,True,False,False,Credit-Stressed / Over-Limit,2.868,1.039,8.686,3689.0,1679.32,4816.56,Transfer,3834.22,7523.22,1
3774,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.555,True,False,False,True,Liquidity-Stressed / High-Leverage,0.115,3.477,52.755,946.04,9582.06,1099.09,Deposit,3289.67,4235.71,1
2190,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.553,True,False,False,False,Liquidity-Stressed / High-Leverage,0.469,1.896,71.059,309.01,2490.21,1168.66,Withdrawal,585.92,-276.91,1
2842,Risk Signal,saldo kartu 2.9× limit (jauh over-limit),2,True,True,False,0.553,True,True,False,False,Credit-Stressed / Over-Limit,2.861,1.045,8.007,4212.43,1283.1,3670.4,Deposit,4400.7,-188.27,1
3438,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.552,True,False,False,True,Liquidity-Stressed / High-Leverage,0.786,0.914,65.23,523.28,5851.29,4596.26,Withdrawal,478.16,45.12,1
2990,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.552,True,False,False,True,Liquidity-Stressed / High-Leverage,1.014,4.605,16.709,1038.38,2416.29,2451.28,Withdrawal,4781.32,-3742.94,1
3400,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.55,True,True,False,False,Credit-Stressed / Over-Limit,2.788,1.208,6.313,3706.16,1729.84,4822.08,Transfer,4475.68,8181.84,1
4507,Risk Signal,saldo kartu 2.5× limit (jauh over-limit),2,True,True,False,0.55,True,False,False,False,Credit-Stressed / Over-Limit,2.487,0.029,11.322,3249.1,1564.2,3890.31,Deposit,92.93,3342.03,1
1526,Risk Signal,saldo kartu 3.0× limit (jauh over-limit),2,True,True,False,0.55,True,True,False,False,Credit-Stressed / Over-Limit,3.014,0.312,6.251,7702.29,1650.33,4974.91,Withdrawal,2404.85,10107.14,1
2575,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.549,True,False,False,True,Mainstream / Balanced,0.231,0.054,56.596,732.09,8376.16,1930.95,Transfer,39.77,771.86,1
4639,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.549,True,False,False,True,Liquidity-Stressed / High-Leverage,0.531,3.577,61.223,584.94,8264.42,4387.87,Withdrawal,2092.16,2677.1,1
3659,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.549,True,True,False,False,Credit-Stressed / Over-Limit,2.656,1.231,10.877,646.68,1653.96,4392.72,Deposit,796.33,-149.65,1
3169,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.548,True,True,False,False,Credit-Stressed / Over-Limit,2.821,0.962,9.247,4109.22,1701.48,4800.35,Deposit,3953.05,8062.27,1
1521,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.548,True,False,False,True,Liquidity-Stressed / High-Leverage,0.265,1.326,68.046,375.91,2598.41,689.08,Transfer,498.41,874.32,1
4760,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.548,True,False,False,True,Liquidity-Stressed / High-Leverage,0.756,4.389,35.658,1032.89,4002.4,3025.26,Transfer,4533.82,5566.71,1
3461,Risk Signal,saldo kartu 2.9× limit (jauh over-limit),2,True,True,False,0.548,True,True,False,False,Credit-Stressed / Over-Limit,2.897,0.181,1.237,2660.55,1108.77,3211.77,Transfer,481.91,2178.64,-1
1355,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.548,True,False,False,True,Mainstream / Balanced,0.988,4.464,8.117,1059.79,3230.41,3191.22,Transfer,4730.8,5790.59,1
3691,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.548,True,False,False,False,Liquidity-Stressed / High-Leverage,0.207,4.706,40.633,1028.19,9978.3,2063.83,Transfer,4839.04,-3810.85,1
4323,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.547,True,False,False,True,Liquidity-Stressed / High-Leverage,0.476,6.262,32.427,713.16,9204.53,4382.96,Withdrawal,4465.73,5178.89,1
2005,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.547,True,False,False,True,Liquidity-Stressed / High-Leverage,0.563,6.183,13.879,752.96,7091.81,3991.89,Transfer,4655.41,5408.37,1
1563,Risk Signal,saldo kartu 3.0× limit (jauh over-limit),2,True,True,False,0.547,True,True,False,False,Credit-Stressed / Over-Limit,3.021,0.325,3.023,7740.9,1205.11,3640.69,Withdrawal,2515.23,10256.13,1
2895,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.547,True,False,False,True,Liquidity-Stressed / High-Leverage,0.004,4.448,24.42,850.47,9329.4,35.26,Deposit,3782.47,4632.94,1
3071,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.547,True,False,False,True,Liquidity-Stressed / High-Leverage,0.15,0.767,62.965,570.45,9374.38,1410.14,Deposit,437.64,132.81,1
4162,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.547,True,True,False,False,Credit-Stressed / Over-Limit,2.659,0.917,13.655,1797.95,1453.65,3865.03,Withdrawal,1648.33,149.62,1
3420,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.547,True,False,False,True,Liquidity-Stressed / High-Leverage,0.611,4.504,42.386,634.98,7030.16,4296.01,Deposit,2859.65,-2224.67,1
1432,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.546,True,False,False,True,Liquidity-Stressed / High-Leverage,0.562,4.448,44.558,890.99,7737.0,4350.0,Transfer,3963.23,4854.22,1
791,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.546,True,False,False,True,Liquidity-Stressed / High-Leverage,0.641,0.129,57.984,685.65,6589.66,4225.51,Withdrawal,88.58,597.07,1
1756,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.544,True,False,False,True,Liquidity-Stressed / High-Leverage,0.627,2.525,54.898,906.78,7940.18,4982.27,Deposit,2289.28,3196.06,1
4322,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.544,True,False,False,True,Liquidity-Stressed / High-Leverage,0.402,0.839,70.892,639.86,2891.36,1162.88,Transfer,536.95,102.91,1
2311,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.543,True,False,False,True,Liquidity-Stressed / High-Leverage,0.153,2.751,52.201,590.53,4769.89,728.76,Deposit,1624.72,-1034.19,1
144,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.542,True,False,False,False,Mainstream / Balanced,0.085,4.802,5.451,935.43,9968.85,846.06,Transfer,4492.03,5427.46,1
1619,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.542,True,True,False,False,Credit-Stressed / Over-Limit,2.813,0.07,6.434,6002.61,1403.05,3946.64,Deposit,421.08,6423.69,-1
24,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.542,True,True,False,False,Credit-Stressed / Over-Limit,2.653,1.096,10.245,2578.13,1720.05,4563.01,Transfer,2826.12,5404.25,1
1987,Risk Signal,saldo kartu 2.9× limit (jauh over-limit),2,True,True,False,0.541,True,True,False,False,Credit-Stressed / Over-Limit,2.857,0.521,8.015,2894.75,1179.58,3369.53,Withdrawal,1509.48,1385.27,1
2061,Risk Signal,saldo kartu 2.5× limit (jauh over-limit),2,True,True,False,0.541,True,False,False,False,Credit-Stressed / Over-Limit,2.483,0.051,0.702,6674.86,1140.56,2832.49,Withdrawal,341.88,6332.98,1
2881,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.541,True,False,False,True,Liquidity-Stressed / High-Leverage,0.271,5.866,18.885,592.32,8884.83,2404.12,Withdrawal,3474.39,-2882.07,1
2771,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.54,True,False,False,True,Liquidity-Stressed / High-Leverage,0.06,4.773,24.775,574.33,5111.45,307.32,Withdrawal,2741.34,-2167.01,1
4395,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.54,True,False,False,False,Liquidity-Stressed / High-Leverage,0.231,4.615,36.261,944.54,7027.39,1625.19,Withdrawal,4358.68,5303.22,1
4331,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.54,True,False,False,True,Liquidity-Stressed / High-Leverage,0.261,5.901,25.955,438.31,5155.99,1344.75,Withdrawal,2586.58,3024.89,1
425,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.54,True,False,False,True,Liquidity-Stressed / High-Leverage,0.472,0.235,59.424,610.17,8077.64,3814.19,Deposit,143.46,466.71,1
2198,Risk Signal,saldo kartu 2.9× limit (jauh over-limit),2,True,True,False,0.539,True,True,False,False,Credit-Stressed / Over-Limit,2.879,0.544,2.084,8223.31,1515.24,4361.77,Transfer,4476.71,12700.02,1
3857,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.539,True,False,False,True,Liquidity-Stressed / High-Leverage,0.342,5.803,27.855,460.08,8766.94,2999.19,Deposit,2670.06,-2209.98,1
4761,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.538,True,False,False,False,Liquidity-Stressed / High-Leverage,0.143,1.292,53.877,701.21,9549.59,1363.24,Withdrawal,905.7,-204.49,1
1437,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.538,True,False,False,True,Liquidity-Stressed / High-Leverage,0.547,4.593,41.512,940.84,1991.41,1090.13,Withdrawal,4320.83,5261.67,1
1039,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.538,True,True,False,False,Credit-Stressed / Over-Limit,2.695,1.054,2.844,4508.62,1790.82,4825.56,Withdrawal,4754.17,-245.55,-1
3023,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.538,True,False,False,True,Liquidity-Stressed / High-Leverage,0.512,0.295,58.142,786.17,3863.54,1979.78,Withdrawal,231.94,1018.11,1
4061,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.537,True,True,False,False,Credit-Stressed / Over-Limit,2.841,0.527,1.764,8871.25,1660.34,4716.5,Withdrawal,4671.19,13542.44,1
3840,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.536,True,False,False,True,Liquidity-Stressed / High-Leverage,0.572,2.809,57.791,728.76,8316.0,4757.01,Deposit,2047.14,2775.9,1
3110,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.536,True,True,False,False,Credit-Stressed / Over-Limit,2.707,0.477,0.261,9944.22,1288.39,3487.05,Withdrawal,4741.19,5203.03,1
2069,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.535,True,True,False,False,Credit-Stressed / Over-Limit,2.741,0.025,4.457,5436.07,1641.05,4497.93,Deposit,136.36,5299.71,1
3616,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.535,True,False,False,True,Liquidity-Stressed / High-Leverage,0.446,5.853,27.998,424.61,7758.08,3458.71,Deposit,2485.41,-2060.8,1
1299,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.535,True,True,False,False,Credit-Stressed / Over-Limit,2.744,0.566,9.33,1806.07,1363.31,3740.27,Withdrawal,1022.92,2828.99,1
3734,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.534,True,True,False,False,Credit-Stressed / Over-Limit,2.765,0.374,9.095,5482.11,1684.81,4658.97,Deposit,2047.67,3434.44,1
2361,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.534,True,False,False,True,Liquidity-Stressed / High-Leverage,0.487,5.855,15.698,846.43,5205.25,2534.73,Transfer,4955.74,-4109.31,1
1170,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.533,True,False,False,False,Liquidity-Stressed / High-Leverage,0.181,0.459,56.255,758.99,6020.38,1086.74,Transfer,348.12,410.87,1
3082,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.533,True,False,False,False,Liquidity-Stressed / High-Leverage,0.516,1.868,55.199,903.3,8729.61,4504.2,Transfer,1686.98,2590.28,1
360,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.533,True,True,False,False,Credit-Stressed / Over-Limit,2.665,0.049,5.025,5613.59,1552.98,4138.9,Deposit,275.37,5338.22,1
834,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.532,True,True,False,False,Credit-Stressed / Over-Limit,2.693,0.113,1.457,6053.45,1420.69,3825.98,Transfer,682.62,6736.07,1
891,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.531,True,False,False,False,Liquidity-Stressed / High-Leverage,0.279,1.16,55.357,394.26,8869.53,2475.04,Transfer,457.28,851.54,1
2434,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.531,True,True,False,False,Credit-Stressed / Over-Limit,2.833,0.79,6.224,6111.99,1668.01,4725.62,Transfer,4827.18,1284.81,1
3787,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.531,True,False,False,False,Mainstream / Balanced,0.761,4.581,9.491,1035.89,5538.71,4212.42,Transfer,4745.09,5780.98,1
3525,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.53,True,False,False,True,Liquidity-Stressed / High-Leverage,0.401,5.58,11.079,892.41,6985.87,2799.87,Withdrawal,4979.4,-4086.99,1
1854,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.53,True,False,False,False,Credit-Stressed / Over-Limit,1.758,0.01,22.758,2097.64,2423.03,4259.92,Transfer,21.91,2075.73,1
3662,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.53,True,False,False,True,Liquidity-Stressed / High-Leverage,0.587,5.041,30.003,732.14,2515.8,1476.49,Withdrawal,3690.59,-2958.45,1
3329,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.53,True,True,False,False,Credit-Stressed / Over-Limit,2.822,0.127,4.504,9005.3,1242.4,3506.43,Deposit,1146.94,7858.36,1
1135,Risk Signal,saldo kartu 2.6× limit (jauh over-limit),2,True,True,False,0.529,True,True,False,False,Credit-Stressed / Over-Limit,2.628,0.27,0.368,7422.71,1307.85,3437.03,Deposit,2007.44,9430.15,1
1238,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.529,True,False,False,False,Liquidity-Stressed / High-Leverage,0.339,5.414,10.415,704.26,4338.49,1469.85,Transfer,3813.01,-3108.75,1
1012,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.527,True,True,False,False,Credit-Stressed / Over-Limit,2.836,0.709,4.997,5432.28,1368.4,3881.36,Withdrawal,3852.84,1579.44,1
2212,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.526,True,False,False,True,Liquidity-Stressed / High-Leverage,0.342,5.253,29.075,802.4,5877.85,2010.61,Transfer,4215.31,-3412.91,1
569,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.526,True,False,False,False,Mainstream / Balanced,0.131,4.712,6.691,861.33,9207.05,1206.57,Withdrawal,4058.92,-3197.59,1
580,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.526,True,False,False,True,Liquidity-Stressed / High-Leverage,0.411,0.839,59.501,588.92,8541.66,3512.82,Deposit,493.89,95.03,1
1733,Risk Signal,saldo kartu 2.6× limit (jauh over-limit),2,True,True,False,0.526,True,True,False,False,Credit-Stressed / Over-Limit,2.644,0.069,3.366,4173.92,1861.58,4922.46,Withdrawal,288.28,4462.2,1
3610,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.526,True,False,False,False,Liquidity-Stressed / High-Leverage,0.223,0.96,52.497,772.35,5414.05,1204.71,Withdrawal,741.19,31.16,1
3448,Risk Signal,saldo kartu 2.4× limit (jauh over-limit),2,True,True,False,0.525,True,False,False,False,Credit-Stressed / Over-Limit,2.369,0.107,0.589,7644.16,1572.41,3725.58,Transfer,821.31,8465.47,1
4736,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.524,True,False,False,False,Mainstream / Balanced,0.668,4.368,4.316,483.59,7207.97,4812.7,Deposit,2112.23,-1628.64,1
132,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.524,True,True,False,False,Credit-Stressed / Over-Limit,2.806,0.351,6.044,6090.15,1390.08,3900.56,Withdrawal,2138.82,8228.97,1
306,Risk Signal,saldo kartu 2.6× limit (jauh over-limit),2,True,True,False,0.523,True,True,False,False,Credit-Stressed / Over-Limit,2.641,0.959,3.602,4278.03,1471.69,3886.96,Deposit,4102.53,8380.56,1
373,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.523,True,False,False,False,Liquidity-Stressed / High-Leverage,0.368,1.073,55.114,796.7,5541.14,2037.22,Transfer,855.23,1651.93,1
4426,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.522,True,True,False,False,Credit-Stressed / Over-Limit,2.799,0.335,2.979,9794.56,1524.93,4268.33,Transfer,3283.35,13077.91,1
3561,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.522,True,False,False,False,Liquidity-Stressed / High-Leverage,0.4,0.897,56.813,720.4,1362.43,545.19,Transfer,646.27,74.13,1
3012,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.522,True,False,False,False,Mainstream / Balanced,0.273,4.838,7.788,365.19,8354.09,2280.48,Transfer,1766.71,2131.9,1
2833,Risk Signal,saldo kartu 2.6× limit (jauh over-limit),2,True,True,False,0.521,True,True,False,False,Credit-Stressed / Over-Limit,2.642,0.596,1.166,6249.15,1117.7,2952.73,Transfer,3722.02,9971.17,1
529,Risk Signal,saldo kartu 2.8× limit (jauh over-limit),2,True,True,False,0.521,True,True,False,False,Credit-Stressed / Over-Limit,2.813,0.484,3.6,8401.12,1043.77,2935.92,Deposit,4062.27,4338.85,1
326,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.521,True,False,False,False,Mainstream / Balanced,0.451,4.791,6.1,995.61,5624.47,2534.42,Withdrawal,4770.36,-3774.75,1
3632,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.521,True,True,False,False,Credit-Stressed / Over-Limit,2.688,0.793,7.354,3488.98,1416.96,3809.0,Transfer,2767.85,6256.83,1
1675,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.52,True,False,False,False,Mainstream / Balanced,0.386,4.631,3.787,929.29,5617.3,2168.17,Transfer,4303.81,5233.1,1
4401,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.52,True,False,False,True,Liquidity-Stressed / High-Leverage,0.532,5.15,21.64,790.37,7110.65,3784.57,Transfer,4070.24,-3279.87,1
708,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.52,True,False,False,False,Liquidity-Stressed / High-Leverage,0.327,4.676,33.534,975.95,7541.88,2467.84,Withdrawal,4563.83,5539.78,1
211,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.519,True,False,False,False,Liquidity-Stressed / High-Leverage,0.474,5.233,10.641,814.2,6991.48,3311.69,Transfer,4261.0,-3446.8,1
3913,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.518,True,False,False,True,Liquidity-Stressed / High-Leverage,0.237,4.632,19.61,705.09,8769.25,2078.45,Withdrawal,3265.85,3970.94,1
3869,Risk Signal,saldo kartu 2.2× limit (jauh over-limit),2,True,True,False,0.518,True,False,False,False,Credit-Stressed / Over-Limit,2.241,0.025,1.357,8904.68,1409.94,3159.62,Transfer,223.06,9127.74,1
1497,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.518,True,False,False,False,Liquidity-Stressed / High-Leverage,0.51,4.874,11.593,936.5,8916.81,4547.73,Deposit,4564.84,5501.34,1
3615,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.518,True,False,False,False,Liquidity-Stressed / High-Leverage,0.369,4.779,31.19,723.18,2425.46,895.27,Transfer,3456.26,-2733.08,1
3409,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.517,True,False,False,False,Mainstream / Balanced,0.608,4.382,8.067,904.17,7518.08,4570.38,Withdrawal,3961.79,4865.96,1
4942,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.517,True,False,False,False,Liquidity-Stressed / High-Leverage,0.222,4.594,25.204,919.47,2849.54,632.13,Withdrawal,4223.79,-3304.32,1
138,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.515,True,False,False,False,Liquidity-Stressed / High-Leverage,0.225,4.418,25.547,847.22,8175.18,1838.14,Transfer,3742.63,4589.85,1
545,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.514,True,False,False,False,Mainstream / Balanced,0.248,4.646,11.06,956.28,6954.35,1723.01,Transfer,4442.72,5399.0,1
3814,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.512,True,False,False,False,Mainstream / Balanced,0.263,4.396,9.892,608.02,6506.21,1709.87,Deposit,2673.02,-2065.0,1
3865,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.51,True,True,False,False,Credit-Stressed / Over-Limit,2.659,0.583,6.77,1360.25,1685.07,4480.49,Withdrawal,792.63,2152.88,1
1764,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.51,True,False,False,False,Liquidity-Stressed / High-Leverage,0.279,4.342,27.616,138.08,6282.59,1753.21,Withdrawal,599.58,-461.5,1
552,Risk Signal,saldo kartu 2.7× limit (jauh over-limit),2,True,True,False,0.51,True,True,False,False,Credit-Stressed / Over-Limit,2.69,0.346,5.07,4971.23,1656.44,4455.17,Transfer,1720.36,3250.87,1
3059,Risk Signal,saldo kartu 2.6× limit (jauh over-limit),2,True,True,False,0.507,True,True,False,False,Credit-Stressed / Over-Limit,2.64,0.527,2.995,6653.3,1416.66,3740.54,Withdrawal,3509.47,10162.77,1
4606,Data Error / Quality,saldo akhir negatif (overdraft) — perlu verifikasi,2,True,True,False,0.506,True,False,False,False,Mainstream / Balanced,0.382,4.452,11.28,571.36,5040.01,1927.11,Deposit,2543.61,-1972.25,1
2689,Risk Signal,saldo kartu 2.6× limit (jauh over-limit),2,True,True,False,0.504,True,True,False,False,Credit-Stressed / Over-Limit,2.641,0.45,3.676,6799.78,1871.12,4940.85,Deposit,3057.41,3742.37,1
1517,Risk Signal,saldo kartu 2.2× limit (jauh over-limit),2,True,True,False,0.503,True,False,False,False,Credit-Stressed / Over-Limit,2.192,0.135,0.514,7380.76,1661.37,3642.37,Deposit,999.13,8379.89,1
4346,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.499,True,False,False,False,Credit-Stressed / Over-Limit,1.922,0.009,0.406,7965.18,1886.6,3626.94,Transfer,69.28,8034.46,1
53,Risk Signal,saldo kartu 2.2× limit (jauh over-limit),2,True,True,False,0.498,True,False,False,False,Credit-Stressed / Over-Limit,2.167,0.516,0.332,6653.87,1662.19,3601.42,Deposit,3433.5,3220.37,1
2239,Risk Signal,saldo kartu 2.1× limit (jauh over-limit),2,True,True,False,0.497,True,False,False,False,Credit-Stressed / Over-Limit,2.055,0.016,1.965,6941.2,1153.16,2369.3,Deposit,112.8,7054.0,1
1769,Risk Signal,saldo kartu 2.3× limit (jauh over-limit),2,True,True,False,0.495,True,False,False,False,Credit-Stressed / Over-Limit,2.27,0.481,0.696,6761.68,1881.69,4271.94,Transfer,3255.56,10017.24,1
4274,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.492,True,False,False,False,Credit-Stressed / Over-Limit,1.854,0.013,0.687,6870.97,1860.02,3448.83,Withdrawal,88.54,6782.43,1
3,Risk Signal,saldo kartu 2.1× limit (jauh over-limit),2,True,True,False,0.49,True,False,False,False,Credit-Stressed / Over-Limit,2.092,0.656,0.599,7487.21,2069.41,4329.17,Withdrawal,4908.89,12396.1,1
4321,Rare but Valid,menyimpang pada ≥1 fitur tapi dalam rentang wajar,2,True,True,False,0.485,True,False,False,False,Credit-Stressed / Over-Limit,1.975,0.141,0.373,9508.72,2280.51,4503.81,Deposit,1341.56,10850.28,-1
3453,Risk Signal,saldo kartu 2.0× limit (jauh over-limit),2,True,True,False,0.484,True,False,False,False,Credit-Stressed / Over-Limit,2.036,0.705,0.691,6151.21,1886.31,3840.87,Deposit,4336.38,1814.83,1
2631,Risk Signal,saldo kartu 2.0× limit (jauh over-limit),2,True,True,False,0.484,True,False,False,False,Credit-Stressed / Over-Limit,2.011,0.125,0.545,9711.54,2177.9,4378.78,Transfer,1218.59,8492.95,1
2959,Data Error / Quality,saldo akhir tidak konsisten dgn tipe & jumlah transaksi,2,True,True,False,0.482,True,False,False,False,Credit-Stressed / Over-Limit,1.978,0.195,0.31,8722.9,2084.35,4122.8,Deposit,1704.1,7018.8,1
